,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time
961,pc/laptop,1.399999976158142,6.0,1.0,42.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,14.0,40.0,0.0,8.0,5.0,50.0,0.0,10.0,0.0,1.0,0.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,10.0
965,tablet,2.0,4.0,1.0,21.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,14.0,8.0,3.0,2.0,20.0,50.0,3.0,5.0,1.0,0.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0
966,pc/laptop,1.7999999523162842,8.0,2.0,24.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,15.0,25.0,9.0,3.0,10.0,50.0,2.0,4.0,1.0,0.0,6.0,8.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,10.0
969,pc/laptop,4.0,4.0,1.0,21.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,24.0,8.0,2.0,14.0,70.0,50.0,4.0,2.0,0.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0
970,pc/laptop,1.0800000429153442,2.0,1.0,20.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,25.0,20.0,12.0,5.0,10.0,50.0,10.0,1.0,0.0,0.0,1.0,9.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0
974,mobile,2.5999999046325684,4.0,1.0,21.0,2.0,6.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,20.0,20.0,20.0,2.0,4.0,50.0,7.0,3.0,0.0,0.0,1.0,6.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,10.0
975,pc/laptop,2.0,14.0,2.0,27.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,6.0,12.0,25.0,2.0,6.0,50.0,0.0,0.0,3.0,1.0,7.0,9.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,12.0
976,pc/laptop,1.5,6.0,1.0,22.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,24.0,0.0,5.0,30.0,50.0,2.0,5.0,0.0,0.0,5.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0
977,pc/laptop,2.299999952316284,6.0,1.0,23.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,5.0,30.0,0.0,2.0,10.0,50.0,0.0,8.0,0.0,0.5,3.0,6.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,10.0
980,pc/laptop,1.899999976158142,7.0,1.0,23.0,2.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,40.0,0.0,7.0,10.0,50.0,0.0,8.0,0.0,2.0,3.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,7.0
981,pc/laptop,2.700000047683716,3.0,1.0,21.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,10.0,2.0,3.0,30.0,50.0,0.0,0.0,0.0,1.0,10.0,8.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,8.0
982,pc/laptop,1.7999999523162842,4.0,1.0,21.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,15.0,10.0,0.0,10.0,30.0,50.0,3.0,3.0,0.0,4.0,3.0,9.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0
983,pc/laptop,2.700000047683716,8.0,1.0,24.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,15.0,15.0,40.0,4.0,3.0,50.0,0.0,0.0,8.0,1.0,0.0,7.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,10.0
987,pc/laptop,1.3600000143051147,2.0,1.0,20.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,26.0,2.0,15.0,3.0,9.0,50.0,0.0,0.0,0.0,2.0,8.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0
990,pc/laptop,2.5999999046325684,6.0,1.0,23.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,11.0,20.0,18.0,5.0,10.0,50.0,6.0,1.0,8.0,0.0,0.0,6.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,15.0
991,pc/laptop,1.600000023841858,2.0,1.0,23.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,12.0,5.0,8.0,3.0,20.0,50.0,3.0,1.0,2.5,0.5,8.0,8.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,10.0
993,pc/laptop,1.7000000476837158,11.0,2.0,25.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,15.0,5.0,20.0,10.0,20.0,50.0,0.0,1.0,8.0,1.0,5.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,10.0
995,pc/laptop,1.2000000476837158,4.0,2.0,25.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,9.0,9.0,0.0,5.0,16.0,50.0,0.0,2.0,0.0,0.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,15.0
997,pc/laptop,1.7000000476837158,6.0,1.0,22.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,10.0,30.0,10.0,3.0,30.0,50.0,0.0,5.0,5.0,0.5,2.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,10.0
998,pc/laptop,2.0,8.0,2.0,22.0,2.0,7.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,12.0,12.0,18.0,2.0,14.0,50.0,0.0,3.0,0.0,1.0,2.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,15.0
999,tablet,2.5,2.0,1.0,20.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,18.0,5.0,0.0,3.0,10.0,50.0,5.0,2.0,0.0,1.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0
1002,mobile,2.700000047683716,14.0,1.0,29.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,18.0,10.0,5.0,3.0,2.0,50.0,1.5,2.0,2.0,0.25,0.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0
1003,pc/laptop,2.700000047683716,8.0,1.0,24.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,20.0,20.0,10.0,15.0,20.0,50.0,0.0,2.0,8.0,2.0,4.0,8.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,15.0
1007,pc/laptop,1.2999999523162842,4.0,1.0,32.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,45.0,10.0,6.0,4.0,50.0,0.0,8.0,0.0,1.0,2.0,8.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,20.0
1008,mobile,3.0,2.0,1.0,19.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,15.0,40.0,5.0,2.0,10.0,50.0,0.0,3.0,0.0,0.5,8.0,8.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,10.0
1011,pc/laptop,1.399999976158142,12.0,2.0,28.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,15.0,15.0,6.0,6.0,20.0,50.0,0.0,4.0,2.0,3.0,7.0,8.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0
1014,pc/laptop,2.9000000953674316,12.0,1.0,23.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,10.0,25.0,1.0,15.0,50.0,0.0,0.0,8.0,0.0,5.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0
1015,pc/laptop,2.299999952316284,9.0,1.0,27.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,16.0,24.0,11.0,10.0,20.0,50.0,6.0,3.0,0.0,2.0,2.0,7.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,10.0
1017,pc/laptop,2.299999952316284,8.0,2.0,27.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,16.0,7.0,10.0,20.0,20.0,50.0,2.0,1.0,4.0,2.0,3.0,7.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,7.0
1019,pc/laptop,1.7000000476837158,2.0,1.0,19.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,20.0,60.0,10.0,2.0,20.0,50.0,0.0,8.0,0.0,0.0,9.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0
1024,pc/laptop,1.2999999523162842,14.0,2.0,26.0,2.0,6.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,1.0,0.0,30.0,10.0,4.0,20.0,50.0,0.0,3.0,4.0,0.5,4.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0
1025,pc/laptop,3.0,4.0,1.0,27.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,6.0,10.0,12.0,5.0,8.0,50.0,0.0,2.0,5.0,0.5,0.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0
1027,pc/laptop,2.0,4.0,1.0,22.0,1.0,6.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,30.0,0.0,0.0,8.0,50.0,0.0,8.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0
1028,pc/laptop,2.200000047683716,8.0,1.0,23.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,40.0,0.0,5.0,50.0,50.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,12.0
1030,mobile,2.299999952316284,4.0,1.0,20.0,2.0,6.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,30.0,15.0,5.0,1.0,14.0,50.0,8.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,10.0
1032,pc/laptop,1.399999976158142,6.0,1.0,23.0,2.0,6.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,6.0,4.0,3.0,5.0,0.0,50.0,3.0,5.0,0.0,0.5,1.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,15.0
1033,pc/laptop,3.0,6.0,1.0,21.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,24.0,10.0,20.0,1.0,25.0,50.0,6.0,2.0,0.0,0.0,6.0,8.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,10.0
1035,pc/laptop,1.2999999523162842,10.0,2.0,23.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,6.0,25.0,15.0,5.0,10.0,51.0,0.0,7.0,0.0,2.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0
1036,pc/laptop,1.2999999523162842,2.0,1.0,20.0,1.0,5.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,24.0,20.0,0.0,3.0,5.0,51.0,8.0,2.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0
1037,pc/laptop,1.7999999523162842,12.0,2.0,26.0,1.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,12.0,10.0,20.0,5.0,20.0,51.0,0.0,0.0,14.0,1.0,0.0,9.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,10.0
1039,pc/laptop,2.799999952316284,4.0,1.0,20.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,24.5,20.0,16.0,3.0,3.0,51.5,10.0,3.0,3.75,1.0,0.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,10.0
1043,pc/laptop,2.299999952316284,2.0,1.0,20.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,10.5,5.0,12.0,9.0,35.0,52.0,4.5,1.0,0.0,1.0,6.0,8.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,15.0
1046,pc/laptop,1.899999976158142,2.0,1.0,20.0,2.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,15.0,14.0,1.0,10.0,35.0,52.0,0.0,0.0,0.0,0.25,14.0,6.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,20.0
1047,pc/laptop,1.5,10.0,2.0,24.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,40.0,20.0,4.0,30.0,52.0,0.0,1.0,9.0,0.5,2.0,7.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,30.0
1052,pc/laptop,2.0,12.0,2.0,26.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,18.0,30.0,12.0,10.0,40.0,52.0,0.0,8.0,0.0,1.0,8.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0
1054,mobile,1.3200000524520874,4.0,1.0,21.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,14.0,5.0,1.0,1.0,40.0,52.0,3.0,1.0,0.0,0.0,5.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,8.0
1059,pc/laptop,1.399999976158142,10.0,2.0,25.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,10.0,12.0,4.0,8.0,52.0,0.0,3.0,5.0,2.0,0.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0
1060,pc/laptop,2.4000000953674316,4.0,1.0,21.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,14.0,10.5,0.0,5.0,26.0,52.5,4.5,2.5,0.0,0.0,2.0,7.5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,20.0
1061,pc/laptop,2.0,10.0,1.0,24.0,2.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,8.0,6.0,14.0,7.0,15.0,52.5,0.0,0.0,0.0,3.0,6.0,15.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,10.0
1065,pc/laptop,1.899999976158142,8.0,1.0,25.0,2.0,6.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,42.0,0.0,4.5,10.0,52.5,0.0,8.0,0.0,0.5,5.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0
1067,pc/laptop,1.600000023841858,10.0,2.0,24.0,2.0,6.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,4.5,25.0,8.5,1.5,23.0,53.0,0.0,6.0,0.0,0.5,11.5,6.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,10.0
1070,pc/laptop,1.7999999523162842,8.0,1.0,23.0,2.0,5.0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,0.0,10.0,0.0,3.0,25.0,53.0,0.0,2.0,0.0,0.25,4.0,8.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0
1072,pc/laptop,3.25,10.0,2.0,25.0,1.0,7.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,20.0,10.0,8.0,8.0,10.0,53.0,6.0,4.0,2.0,2.0,1.0,8.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,8.0
1074,pc/laptop,1.5,9.0,2.0,25.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,8.0,20.0,0.0,18.0,5.0,53.0,0.0,4.0,0.0,4.0,2.0,6.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,10.0
1075,pc/laptop,2.299999952316284,8.0,1.0,23.0,2.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,10.0,5.0,3.5,55.0,53.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0
1076,pc/laptop,1.5,10.0,2.0,27.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.5,8.0,20.0,2.0,83.5,53.0,0.0,1.0,9.5,0.5,7.0,6.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0
1077,pc/laptop,1.0,8.0,2.0,29.0,1.0,6.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,11.0,16.0,10.0,12.0,8.0,54.0,4.0,0.0,0.0,3.0,3.0,7.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,12.0
1078,pc/laptop,1.7100000381469727,6.0,1.0,23.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,7.5,21.0,10.0,4.0,8.0,54.0,1.5,0.0,4.0,0.0,3.0,9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0
1079,pc/laptop,2.0999999046325684,6.0,1.0,21.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,12.0,12.0,0.0,2.0,35.0,54.0,1.5,2.0,0.0,0.0,4.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0
1080,pc/laptop,2.5,4.0,1.0,26.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,22.0,22.0,2.0,2.0,9.0,54.0,0.0,8.0,0.0,0.5,1.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0
1081,pc/laptop,1.7999999523162842,5.0,1.0,21.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,1.0,14.0,5.0,7.0,54.0,3.0,0.0,1.5,0.5,1.0,8.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,7.0
1083,mobile,1.7000000476837158,2.0,1.0,19.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,19.0,4.0,0.0,2.0,8.0,54.0,3.0,1.5,0.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,10.0
1084,tablet,3.299999952316284,4.0,1.0,20.0,2.0,6.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,18.0,20.0,0.0,5.0,29.0,54.0,5.0,4.0,0.0,1.0,4.0,7.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,30.0
1085,pc/laptop,2.299999952316284,2.0,1.0,23.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,13.0,30.0,0.0,3.0,30.0,54.0,4.0,3.0,0.0,1.0,8.0,8.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,10.0
1086,mobile,1.100000023841858,2.0,1.0,19.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,14.0,2.0,0.0,1.5,20.0,55.0,4.0,0.0,0.0,0.5,4.0,9.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0
1090,pc/laptop,1.7000000476837158,2.0,1.0,21.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,14.0,10.0,5.0,4.0,10.0,55.0,6.0,1.0,0.0,1.0,2.0,7.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,7.0
1092,pc/laptop,1.5,2.0,1.0,21.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,16.0,10.0,9.0,20.0,30.0,55.0,0.0,1.0,0.0,1.0,10.0,7.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,10.0
1093,pc/laptop,2.0,2.0,1.0,19.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,20.0,4.0,0.0,3.0,45.0,55.0,0.0,3.0,0.0,0.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
1095,pc/laptop,2.5,14.0,2.0,27.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,10.0,15.0,25.0,10.0,15.0,55.0,0.0,3.0,7.5,1.0,1.0,8.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,7.0
1096,pc/laptop,2.5,8.0,1.0,29.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,10.0,15.0,7.5,20.0,10.0,55.0,3.0,2.0,0.0,2.0,3.0,7.5,3.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0
1100,tablet,1.5,6.0,1.0,20.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,22.0,15.0,1.0,7.0,15.0,55.0,0.0,9.0,0.0,1.0,5.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
1101,pc/laptop,1.2000000476837158,14.0,2.0,30.0,2.0,7.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,0.0,60.0,20.0,8.0,8.0,55.0,0.0,5.0,0.0,5.0,6.0,8.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0
1104,pc/laptop,1.7000000476837158,2.0,1.0,21.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,16.0,12.0,6.0,9.0,20.0,55.0,4.0,3.0,0.0,2.0,3.0,7.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,15.0
1111,pc/laptop,1.0,8.0,2.0,23.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,10.0,5.0,13.0,4.0,8.0,55.0,4.0,1.5,4.0,1.0,1.0,7.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,20.0
1112,mobile,2.200000047683716,7.0,1.0,22.0,2.0,7.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,10.0,10.0,0.0,12.0,28.0,55.0,2.0,4.0,0.0,4.0,4.0,7.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,20.0
1113,mobile,2.4000000953674316,8.0,1.0,23.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,11.0,18.0,10.0,5.0,11.0,55.0,3.0,0.0,6.0,0.25,1.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,20.0
1114,pc/laptop,1.899999976158142,10.0,2.0,25.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,15.0,15.0,5.0,30.0,55.0,0.0,6.0,2.0,1.0,3.0,7.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,10.0
1122,mobile,1.7999999523162842,4.0,1.0,20.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,25.0,10.0,0.0,10.0,10.0,55.0,6.0,1.5,0.0,1.5,2.5,5.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,10.0
